SystemSize,SystemSizeID,SystemType,SystemTypeID,SolarPanel,SolarPanelID,Inverter,InverterID,Battery ,BatteryID,BatteryCost,NoOfBatteries ,BatteryTotalCost,InvetrerCost,NoOfInveters ,PanelCost,NoOfPanels,TotalInveterCost,TotalPanelCost,TotalSystemCost
5kW,5,Off Grid,2,Jinko Solar China,2,SMA Germany ,2,Lead Acid,3,120000,3,360000,440000,1,46000,5,440000,230000,1030000
7.5kW,6,Off Grid,2,Jinko Solar China,2,SMA Germany ,2,Lead Acid,3,120000,4,480000,520000,1,46000,7,520000,322000,1322000
8kW,7,Off Grid,2,Jinko Solar China,2,SMA Germany ,2,Lead Acid,3,120000,4,480000,610000,1,46000,8,610000,368000,1458000
10kW,8,Off Grid,2,Jinko Solar China,2,SMA Germany ,2,Lead Acid,3,120000,5,600000,710000,1,46000,10,710000,460000,1770000
1kW,1,Off Grid,2,Jinko Solar China,2,CanadainSolar Canada,3,Lead Acid,3,65000,1,65000,88000,1,46000,1,88000,46000,199000
2kW,2,Off Grid,2,Jinko Solar China,2,CanadainSolar Canada,3,Lead Acid,3,120000,1,120000,120000,1,46000,2,120000,92000,332000
3.5kW,3,Off Grid,2,Jinko Solar China,2,CanadainSolar Canada,3,Lead Acid,3,120000,2,240000,210000,1,46000,4,210000,184000,634000
4kW,4,Off Grid,2,Jinko Solar China,2,CanadainSolar Canada,3,Lead Acid,3,120000,2,240000,290000,1,46000,4,290000,184000,714000
5kW,5,Off Grid,2,Jinko Solar China,2,CanadainSolar Canada,3,Lead Acid,3,120000,3,360000,390000,1,46000,5,390000,230000,980000
7.5kW,6,Off Grid,2,Jinko Solar China,2,CanadainSolar Canada,3,Lead Acid,3,120000,4,480000,500000,1,46000,7,500000,322000,1302000
8kW,7,Off Grid,2,Jinko Solar China,2,CanadainSolar Canada,3,Lead Acid,3,120000,4,480000,610000,1,46000,8,610000,368000,1458000
10kW,8,Off Grid,2,Jinko Solar China,2,CanadainSolar Canada,3,Lead Acid,3,120000,5,600000,710000,1,46000,10,710000,460000,1770000
1kW,1,Off Grid,2,Jinko Solar China,2,Growatt China,4,Lead Acid,3,65000,1,65000,66000,1,46000,1,66000,46000,177000
2kW,2,Off Grid,2,Jinko Solar China,2,Growatt China,4,Lead Acid,3,120000,1,120000,95000,1,46000,2,95000,92000,307000
3.5kW,3,Off Grid,2,Jinko Solar China,2,Growatt China,4,Lead Acid,3,120000,2,240000,198000,1,46000,4,198000,184000,622000
4kW,4,Off Grid,2,Jinko Solar China,2,Growatt China,4,Lead Acid,3,120000,2,240000,310000,1,46000,4,310000,184000,734000
5kW,5,Off Grid,2,Jinko Solar China,2,Growatt China,4,Lead Acid,3,120000,3,360000,390000,1,46000,5,390000,230000,980000
7.5kW,6,Off Grid,2,Jinko Solar China,2,Growatt China,4,Lead Acid,3,120000,4,480000,490000,1,46000,7,490000,322000,1292000
8kW,7,Off Grid,2,Jinko Solar China,2,Growatt China,4,Lead Acid,3,120000,4,480000,520000,1,46000,8,520000,368000,1368000
10kW,8,Off Grid,2,Jinko Solar China,2,Growatt China,4,Lead Acid,3,120000,5,600000,580000,1,46000,10,580000,460000,1640000
1kW,1,Off Grid,2,Canadian Solar Canada,3,Goodwee China,1,Lead Acid,3,65000,1,65000,64000,1,54000,1,64000,54000,183000
2kW,2,Off Grid,2,Canadian Solar Canada,3,Goodwee China,1,Lead Acid,3,120000,1,120000,100000,1,54000,2,100000,108000,328000
3.5kW,3,Off Grid,2,Canadian Solar Canada,3,Goodwee China,1,Lead Acid,3,120000,2,240000,190000,1,54000,4,190000,216000,646000
4kW,4,Off Grid,2,Canadian Solar Canada,3,Goodwee China,1,Lead Acid,3,120000,2,240000,280000,1,54000,4,280000,216000,736000
5kW,5,Off Grid,2,Canadian Solar Canada,3,Goodwee China,1,Lead Acid,3,120000,3,360000,380000,1,54000,5,380000,270000,1010000
7.5kW,6,Off Grid,2,Canadian Solar Canada,3,Goodwee China,1,Lead Acid,3,120000,4,480000,490000,1,54000,7,490000,378000,1348000
8kW,7,Off Grid,2,Canadian Solar Canada,3,Goodwee China,1,Lead Acid,3,120000,4,480000,500000,1,54000,8,500000,432000,1412000
10kW,8,Off Grid,2,Canadian Solar Canada,3,Goodwee China,1,Lead Acid,3,120000,5,600000,580000,1,54000,10,580000,540000,1720000
1kW,1,Off Grid,2,Canadian Solar Canada,3,SMA Germany ,2,Lead Acid,3,65000,1,65000,84000,1,54000,1,84000,54000,203000
2kW,2,Off Grid,2,Canadian Solar Canada,3,SMA Germany ,2,Lead Acid,3,120000,1,120000,120000,1,54000,2,120000,108000,348000
3.5kW,3,Off Grid,2,Canadian Solar Canada,3,SMA Germany ,2,Lead Acid,3,120000,2,240000,240000,1,54000,4,240000,216000,696000
4kW,4,Off Grid,2,Canadian Solar Canada,3,SMA Germany ,2,Lead Acid,3,120000,2,240000,320000,1,54000,4,320000,216000,776000
5kW,5,Off Grid,2,Canadian Solar Canada,3,SMA Germany ,2,Lead Acid,3,120000,3,360000,440000,1,54000,5,440000,270000,1070000
7.5kW,6,Off Grid,2,Canadian Solar Canada,3,SMA Germany ,2,Lead Acid,3,120000,4,480000,520000,1,54000,7,520000,378000,1378000
8kW,7,Off Grid,2,Canadian Solar Canada,3,SMA Germany ,2,Lead Acid,3,120000,4,480000,610000,1,54000,8,610000,432000,1522000
10kW,8,Off Grid,2,Canadian Solar Canada,3,SMA Germany ,2,Lead Acid,3,120000,5,600000,710000,1,54000,10,710000,540000,1850000
1kW,1,Off Grid,2,Canadian Solar Canada,3,CanadainSolar Canada,3,Lead Acid,3,65000,1,65000,88000,1,54000,1,88000,54000,207000
2kW,2,Off Grid,2,Canadian Solar Canada,3,CanadainSolar Canada,3,Lead Acid,3,120000,1,120000,120000,1,54000,2,120000,108000,348000
3.5kW,3,Off Grid,2,Canadian Solar Canada,3,CanadainSolar Canada,3,Lead Acid,3,120000,2,240000,210000,1,54000,4,210000,216000,666000
4kW,4,Off Grid,2,Canadian Solar Canada,3,CanadainSolar Canada,3,Lead Acid,3,120000,2,240000,290000,1,54000,4,290000,216000,746000
5kW,5,Off Grid,2,Canadian Solar Canada,3,CanadainSolar Canada,3,Lead Acid,3,120000,3,360000,390000,1,54000,5,390000,270000,1020000
7.5kW,6,Off Grid,2,Canadian Solar Canada,3,CanadainSolar Canada,3,Lead Acid,3,120000,4,480000,500000,1,54000,7,500000,378000,1358000
8kW,7,Off Grid,2,Canadian Solar Canada,3,CanadainSolar Canada,3,Lead Acid,3,120000,4,480000,610000,1,54000,8,610000,432000,1522000
10kW,8,Off Grid,2,Canadian Solar Canada,3,CanadainSolar Canada,3,Lead Acid,3,120000,5,600000,710000,1,54000,10,710000,540000,1850000
1kW,1,Off Grid,2,Canadian Solar Canada,3,Growatt China,4,Lead Acid,3,65000,1,65000,66000,1,54000,1,66000,54000,185000
2kW,2,Off Grid,2,Canadian Solar Canada,3,Growatt China,4,Lead Acid,3,120000,1,120000,95000,1,54000,2,95000,108000,323000
3.5kW,3,Off Grid,2,Canadian Solar Canada,3,Growatt China,4,Lead Acid,3,120000,2,240000,198000,1,54000,4,198000,216000,654000
4kW,4,Off Grid,2,Canadian Solar Canada,3,Growatt China,4,Lead Acid,3,120000,2,240000,310000,1,54000,4,310000,216000,766000
5kW,5,Off Grid,2,Canadian Solar Canada,3,Growatt China,4,Lead Acid,3,120000,3,360000,390000,1,54000,5,390000,270000,1020000
7.5kW,6,Off Grid,2,Canadian Solar Canada,3,Growatt China,4,Lead Acid,3,120000,4,480000,490000,1,54000,7,490000,378000,1348000
8kW,7,Off Grid,2,Canadian Solar Canada,3,Growatt China,4,Lead Acid,3,120000,4,480000,520000,1,54000,8,520000,432000,1432000
10kW,8,Off Grid,2,Canadian Solar Canada,3,Growatt China,4,Lead Acid,3,120000,5,600000,580000,1,54000,10,580000,540000,1720000
1kW,1,Off Grid,2,Panasonic Japan,4,Goodwee China,1,Lead Acid,3,65000,1,65000,64000,1,62000,1,64000,62000,191000
2kW,2,Off Grid,2,Panasonic Japan,4,Goodwee China,1,Lead Acid,3,120000,1,120000,100000,1,62000,2,100000,124000,344000
3.5kW,3,Off Grid,2,Panasonic Japan,4,Goodwee China,1,Lead Acid,3,120000,2,240000,190000,1,62000,4,190000,248000,678000
4kW,4,Off Grid,2,Panasonic Japan,4,Goodwee China,1,Lead Acid,3,120000,2,240000,280000,1,62000,4,280000,248000,768000
5kW,5,Off Grid,2,Panasonic Japan,4,Goodwee China,1,Lead Acid,3,120000,3,360000,380000,1,62000,5,380000,310000,1050000
7.5kW,6,Off Grid,2,Panasonic Japan,4,Goodwee China,1,Lead Acid,3,120000,4,480000,490000,1,62000,7,490000,434000,1404000
8kW,7,Off Grid,2,Panasonic Japan,4,Goodwee China,1,Lead Acid,3,120000,4,480000,500000,1,62000,8,500000,496000,1476000
10kW,8,Off Grid,2,Panasonic Japan,4,Goodwee China,1,Lead Acid,3,120000,5,600000,580000,1,62000,10,580000,620000,1800000
1kW,1,Off Grid,2,Panasonic Japan,4,SMA Germany ,2,Lead Acid,3,65000,1,65000,84000,1,62000,1,84000,62000,211000
2kW,2,Off Grid,2,Panasonic Japan,4,SMA Germany ,2,Lead Acid,3,120000,1,120000,120000,1,62000,2,120000,124000,364000
3.5kW,3,Off Grid,2,Panasonic Japan,4,SMA Germany ,2,Lead Acid,3,120000,2,240000,240000,1,62000,4,240000,248000,728000
4kW,4,Off Grid,2,Panasonic Japan,4,SMA Germany ,2,Lead Acid,3,120000,2,240000,320000,1,62000,4,320000,248000,808000
5kW,5,Off Grid,2,Panasonic Japan,4,SMA Germany ,2,Lead Acid,3,120000,3,360000,440000,1,62000,5,440000,310000,1110000
7.5kW,6,Off Grid,2,Panasonic Japan,4,SMA Germany ,2,Lead Acid,3,120000,4,480000,520000,1,62000,7,520000,434000,1434000
8kW,7,Off Grid,2,Panasonic Japan,4,SMA Germany ,2,Lead Acid,3,120000,4,480000,610000,1,62000,8,610000,496000,1586000
10kW,8,Off Grid,2,Panasonic Japan,4,SMA Germany ,2,Lead Acid,3,120000,5,600000,710000,1,62000,10,710000,620000,1930000
1kW,1,Off Grid,2,Panasonic Japan,4,CanadainSolar Canada,3,Lead Acid,3,65000,1,65000,88000,1,62000,1,88000,62000,215000
2kW,2,Off Grid,2,Panasonic Japan,4,CanadainSolar Canada,3,Lead Acid,3,120000,1,120000,120000,1,62000,2,120000,124000,364000
3.5kW,3,Off Grid,2,Panasonic Japan,4,CanadainSolar Canada,3,Lead Acid,3,120000,2,240000,210000,1,62000,4,210000,248000,698000
4kW,4,Off Grid,2,Panasonic Japan,4,CanadainSolar Canada,3,Lead Acid,3,120000,2,240000,290000,1,62000,4,290000,248000,778000
5kW,5,Off Grid,2,Panasonic Japan,4,CanadainSolar Canada,3,Lead Acid,3,120000,3,360000,390000,1,62000,5,390000,310000,1060000
7.5kW,6,Off Grid,2,Panasonic Japan,4,CanadainSolar Canada,3,Lead Acid,3,120000,4,480000,500000,1,62000,7,500000,434000,1414000
8kW,7,Off Grid,2,Panasonic Japan,4,CanadainSolar Canada,3,Lead Acid,3,120000,4,480000,610000,1,62000,8,610000,496000,1586000
10kW,8,Off Grid,2,Panasonic Japan,4,CanadainSolar Canada,3,Lead Acid,3,120000,5,600000,710000,1,62000,10,710000,620000,1930000
1kW,1,Off Grid,2,Panasonic Japan,4,Growatt China,4,Lead Acid,3,65000,1,65000,66000,1,62000,1,66000,62000,193000
2kW,2,Off Grid,2,Panasonic Japan,4,Growatt China,4,Lead Acid,3,120000,1,120000,95000,1,62000,2,95000,124000,339000
3.5kW,3,Off Grid,2,Panasonic Japan,4,Growatt China,4,Lead Acid,3,120000,2,240000,198000,1,62000,4,198000,248000,686000
4kW,4,Off Grid,2,Panasonic Japan,4,Growatt China,4,Lead Acid,3,120000,2,240000,310000,1,62000,4,310000,248000,798000
5kW,5,Off Grid,2,Panasonic Japan,4,Growatt China,4,Lead Acid,3,120000,3,360000,390000,1,62000,5,390000,310000,1060000
7.5kW,6,Off Grid,2,Panasonic Japan,4,Growatt China,4,Lead Acid,3,120000,4,480000,490000,1,62000,7,490000,434000,1404000
8kW,7,Off Grid,2,Panasonic Japan,4,Growatt China,4,Lead Acid,3,120000,4,480000,520000,1,62000,8,520000,496000,1496000
10kW,8,Off Grid,2,Panasonic Japan,4,Growatt China,4,Lead Acid,3,120000,5,600000,580000,1,62000,10,580000,620000,1800000
1kW,1,Hybrid,3,JA Solar China,1,Goodwee China,1,LFP Lithium-ion,2,80000,1,80000,111000,1,42000,1,111000,42000,233000
2kW,2,Hybrid,3,JA Solar China,1,Goodwee China,1,LFP Lithium-ion,2,170000,1,170000,165000,1,42000,2,165000,84000,419000
3.5kW,3,Hybrid,3,JA Solar China,1,Goodwee China,1,LFP Lithium-ion,2,250000,1,250000,315000,1,42000,4,315000,168000,733000
4kW,4,Hybrid,3,JA Solar China,1,Goodwee China,1,LFP Lithium-ion,2,410000,1,410000,450000,1,42000,4,450000,168000,1028000
5kW,5,Hybrid,3,JA Solar China,1,Goodwee China,1,LFP Lithium-ion,2,410000,1,410000,615000,1,42000,5,615000,210000,1235000
7.5kW,6,Hybrid,3,JA Solar China,1,Goodwee China,1,LFP Lithium-ion,2,890000,1,890000,780000,1,42000,7,780000,294000,1964000
8kW,7,Hybrid,3,JA Solar China,1,Goodwee China,1,LFP Lithium-ion,2,890000,1,890000,840000,1,42000,8,840000,336000,2066000
10kW,8,Hybrid,3,JA Solar China,1,Goodwee China,1,LFP Lithium-ion,2,890000,1,890000,930000,1,42000,10,930000,420000,2240000
15kW,9,Hybrid,3,JA Solar China,1,Goodwee China,1,LFP Lithium-ion,2,890000,2,1780000,780000,2,42000,15,1560000,630000,3970000
20kW,10,Hybrid,3,JA Solar China,1,Goodwee China,1,LFP Lithium-ion,2,890000,2,1780000,930000,2,42000,20,1860000,840000,4480000
30kW,11,Hybrid,3,JA Solar China,1,Goodwee China,1,LFP Lithium-ion,2,890000,3,2670000,930000,3,42000,30,2790000,1260000,6720000
40kW,12,Hybrid,3,JA Solar China,1,Goodwee China,1,LFP Lithium-ion,2,890000,4,3560000,930000,4,42000,40,3720000,1680000,8960000
50kW,13,Hybrid,3,JA Solar China,1,Goodwee China,1,LFP Lithium-ion,2,890000,5,4450000,930000,5,42000,50,4650000,2100000,11200000
60kW,14,Hybrid,3,JA Solar China,1,Goodwee China,1,LFP Lithium-ion,2,890000,6,5340000,930000,6,42000,60,5580000,2520000,13440000
1kW,1,Hybrid,3,JA Solar China,1,SMA Germany ,2,LFP Lithium-ion,2,80000,1,80000,141000,1,42000,1,141000,42000,263000
2kW,2,Hybrid,3,JA Solar China,1,SMA Germany ,2,LFP Lithium-ion,2,170000,1,170000,210000,1,42000,2,210000,84000,464000
3.5kW,3,Hybrid,3,JA Solar China,1,SMA Germany ,2,LFP Lithium-ion,2,250000,1,250000,390000,1,42000,4,390000,168000,808000
4kW,4,Hybrid,3,JA Solar China,1,SMA Germany ,2,LFP Lithium-ion,2,410000,1,410000,555000,1,42000,4,555000,168000,1133000
5kW,5,Hybrid,3,JA Solar China,1,SMA Germany ,2,LFP Lithium-ion,2,410000,1,410000,735000,1,42000,5,735000,210000,1355000
7.5kW,6,Hybrid,3,JA Solar China,1,SMA Germany ,2,LFP Lithium-ion,2,890000,1,890000,870000,1,42000,7,870000,294000,2054000
8kW,7,Hybrid,3,JA Solar China,1,SMA Germany ,2,LFP Lithium-ion,2,890000,1,890000,975000,1,42000,8,975000,336000,2201000
10kW,8,Hybrid,3,JA Solar China,1,SMA Germany ,2,LFP Lithium-ion,2,890000,1,890000,1170000,1,42000,10,1170000,420000,2480000
15kW,9,Hybrid,3,JA Solar China,1,SMA Germany ,2,LFP Lithium-ion,2,890000,2,1780000,870000,2,42000,15,1740000,630000,4150000
20kW,10,Hybrid,3,JA Solar China,1,SMA Germany ,2,LFP Lithium-ion,2,890000,2,1780000,1170000,2,42000,20,2340000,840000,4960000
30kW,11,Hybrid,3,JA Solar China,1,SMA Germany ,2,LFP Lithium-ion,2,890000,3,2670000,1170000,3,42000,30,3510000,1260000,7440000
40kW,12,Hybrid,3,JA Solar China,1,SMA Germany ,2,LFP Lithium-ion,2,890000,4,3560000,1170000,4,42000,40,4680000,1680000,9920000
50kW,13,Hybrid,3,JA Solar China,1,SMA Germany ,2,LFP Lithium-ion,2,890000,5,4450000,1170000,5,42000,50,5850000,2100000,12400000
60kW,14,Hybrid,3,JA Solar China,1,SMA Germany ,2,LFP Lithium-ion,2,890000,6,5340000,1170000,6,42000,60,7020000,2520000,14880000
1kW,1,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,LFP Lithium-ion,2,80000,1,80000,136500,1,42000,1,136500,42000,258500
2kW,2,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,LFP Lithium-ion,2,170000,1,170000,195000,1,42000,2,195000,84000,449000
3.5kW,3,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,LFP Lithium-ion,2,250000,1,250000,330000,1,42000,4,330000,168000,748000
4kW,4,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,LFP Lithium-ion,2,410000,1,410000,465000,1,42000,4,465000,168000,1043000
5kW,5,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,LFP Lithium-ion,2,410000,1,410000,615000,1,42000,5,615000,210000,1235000
7.5kW,6,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,1,890000,810000,1,42000,7,810000,294000,1994000
8kW,7,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,1,890000,960000,1,42000,8,960000,336000,2186000
10kW,8,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,1,890000,1140000,1,42000,10,1140000,420000,2450000
15kW,9,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,2,1780000,810000,2,42000,15,1620000,630000,4030000
20kW,10,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,2,1780000,1140000,2,42000,20,2280000,840000,4900000
30kW,11,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,3,2670000,1140000,3,42000,30,3420000,1260000,7350000
40kW,12,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,4,3560000,1140000,4,42000,40,4560000,1680000,9800000
50kW,13,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,5,4450000,1140000,5,42000,50,5700000,2100000,12250000
60kW,14,Hybrid,3,JA Solar China,1,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,6,5340000,1140000,6,42000,60,6840000,2520000,14700000
1kW,1,Hybrid,3,JA Solar China,1,Growatt China,4,LFP Lithium-ion,2,80000,1,80000,109500,1,42000,1,109500,42000,231500
2kW,2,Hybrid,3,JA Solar China,1,Growatt China,4,LFP Lithium-ion,2,170000,1,170000,157500,1,42000,2,157500,84000,411500
3.5kW,3,Hybrid,3,JA Solar China,1,Growatt China,4,LFP Lithium-ion,2,250000,1,250000,324000,1,42000,4,324000,168000,742000
4kW,4,Hybrid,3,JA Solar China,1,Growatt China,4,LFP Lithium-ion,2,410000,1,410000,510000,1,42000,4,510000,168000,1088000
5kW,5,Hybrid,3,JA Solar China,1,Growatt China,4,LFP Lithium-ion,2,410000,1,410000,630000,1,42000,5,630000,210000,1250000
7.5kW,6,Hybrid,3,JA Solar China,1,Growatt China,4,LFP Lithium-ion,2,890000,1,890000,810000,1,42000,7,810000,294000,1994000
8kW,7,Hybrid,3,JA Solar China,1,Growatt China,4,LFP Lithium-ion,2,890000,1,890000,870000,1,42000,8,870000,336000,2096000
10kW,8,Hybrid,3,JA Solar China,1,Growatt China,4,LFP Lithium-ion,2,890000,1,890000,945000,1,42000,10,945000,420000,2255000
15kW,9,Hybrid,3,JA Solar China,1,Growatt China,4,LFP Lithium-ion,2,890000,2,1780000,870000,2,42000,15,1740000,630000,4150000
20kW,10,Hybrid,3,JA Solar China,1,Growatt China,4,LFP Lithium-ion,2,890000,2,1780000,945000,2,42000,20,1890000,840000,4510000
30kW,11,Hybrid,3,JA Solar China,1,Growatt China,4,LFP Lithium-ion,2,890000,3,2670000,945000,3,42000,30,2835000,1260000,6765000
40kW,12,Hybrid,3,JA Solar China,1,Growatt China,4,LFP Lithium-ion,2,890000,4,3560000,945000,4,42000,40,3780000,1680000,9020000
50kW,13,Hybrid,3,JA Solar China,1,Growatt China,4,LFP Lithium-ion,2,890000,5,4450000,945000,5,42000,50,4725000,2100000,11275000
60kW,14,Hybrid,3,JA Solar China,1,Growatt China,4,LFP Lithium-ion,2,890000,6,5340000,945000,6,42000,60,5670000,2520000,13530000
1kW,1,Hybrid,3,Jinko Solar China,2,Goodwee China,1,LFP Lithium-ion,2,80000,1,80000,111000,1,46000,1,111000,46000,237000
2kW,2,Hybrid,3,Jinko Solar China,2,Goodwee China,1,LFP Lithium-ion,2,170000,1,170000,165000,1,46000,2,165000,92000,427000
3.5kW,3,Hybrid,3,Jinko Solar China,2,Goodwee China,1,LFP Lithium-ion,2,250000,1,250000,315000,1,46000,4,315000,184000,749000
4kW,4,Hybrid,3,Jinko Solar China,2,Goodwee China,1,LFP Lithium-ion,2,410000,1,410000,450000,1,46000,4,450000,184000,1044000
5kW,5,Hybrid,3,Jinko Solar China,2,Goodwee China,1,LFP Lithium-ion,2,410000,1,410000,615000,1,46000,5,615000,230000,1255000
7.5kW,6,Hybrid,3,Jinko Solar China,2,Goodwee China,1,LFP Lithium-ion,2,890000,1,890000,780000,1,46000,7,780000,322000,1992000
8kW,7,Hybrid,3,Jinko Solar China,2,Goodwee China,1,LFP Lithium-ion,2,890000,1,890000,840000,1,46000,8,840000,368000,2098000
10kW,8,Hybrid,3,Jinko Solar China,2,Goodwee China,1,LFP Lithium-ion,2,890000,1,890000,930000,1,46000,10,930000,460000,2280000
15kW,9,Hybrid,3,Jinko Solar China,2,Goodwee China,1,LFP Lithium-ion,2,890000,2,1780000,780000,2,46000,15,1560000,690000,4030000
20kW,10,Hybrid,3,Jinko Solar China,2,Goodwee China,1,LFP Lithium-ion,2,890000,2,1780000,930000,2,46000,20,1860000,920000,4560000
30kW,11,Hybrid,3,Jinko Solar China,2,Goodwee China,1,LFP Lithium-ion,2,890000,3,2670000,930000,3,46000,30,2790000,1380000,6840000
40kW,12,Hybrid,3,Jinko Solar China,2,Goodwee China,1,LFP Lithium-ion,2,890000,4,3560000,930000,4,46000,40,3720000,1840000,9120000
50kW,13,Hybrid,3,Jinko Solar China,2,Goodwee China,1,LFP Lithium-ion,2,890000,5,4450000,930000,5,46000,50,4650000,2300000,11400000
60kW,14,Hybrid,3,Jinko Solar China,2,Goodwee China,1,LFP Lithium-ion,2,890000,6,5340000,930000,6,46000,60,5580000,2760000,13680000
1kW,1,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,LFP Lithium-ion,2,80000,1,80000,141000,1,46000,1,141000,46000,267000
2kW,2,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,LFP Lithium-ion,2,170000,1,170000,210000,1,46000,2,210000,92000,472000
3.5kW,3,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,LFP Lithium-ion,2,250000,1,250000,390000,1,46000,4,390000,184000,824000
4kW,4,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,LFP Lithium-ion,2,410000,1,410000,555000,1,46000,4,555000,184000,1149000
5kW,5,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,LFP Lithium-ion,2,410000,1,410000,735000,1,46000,5,735000,230000,1375000
7.5kW,6,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,LFP Lithium-ion,2,890000,1,890000,870000,1,46000,7,870000,322000,2082000
8kW,7,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,LFP Lithium-ion,2,890000,1,890000,975000,1,46000,8,975000,368000,2233000
10kW,8,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,LFP Lithium-ion,2,890000,1,890000,1170000,1,46000,10,1170000,460000,2520000
15kW,9,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,LFP Lithium-ion,2,890000,2,1780000,870000,2,46000,15,1740000,690000,4210000
20kW,10,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,LFP Lithium-ion,2,890000,2,1780000,1170000,2,46000,20,2340000,920000,5040000
30kW,11,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,LFP Lithium-ion,2,890000,3,2670000,1170000,3,46000,30,3510000,1380000,7560000
40kW,12,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,LFP Lithium-ion,2,890000,4,3560000,1170000,4,46000,40,4680000,1840000,10080000
50kW,13,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,LFP Lithium-ion,2,890000,5,4450000,1170000,5,46000,50,5850000,2300000,12600000
60kW,14,Hybrid,3,Jinko Solar China,2,SMA Germany ,2,LFP Lithium-ion,2,890000,6,5340000,1170000,6,46000,60,7020000,2760000,15120000
1kW,1,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,LFP Lithium-ion,2,80000,1,80000,136500,1,46000,1,136500,46000,262500
2kW,2,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,LFP Lithium-ion,2,170000,1,170000,195000,1,46000,2,195000,92000,457000
3.5kW,3,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,LFP Lithium-ion,2,250000,1,250000,330000,1,46000,4,330000,184000,764000
4kW,4,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,LFP Lithium-ion,2,410000,1,410000,465000,1,46000,4,465000,184000,1059000
5kW,5,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,LFP Lithium-ion,2,410000,1,410000,615000,1,46000,5,615000,230000,1255000
7.5kW,6,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,1,890000,810000,1,46000,7,810000,322000,2022000
8kW,7,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,1,890000,960000,1,46000,8,960000,368000,2218000
10kW,8,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,1,890000,1140000,1,46000,10,1140000,460000,2490000
15kW,9,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,2,1780000,810000,2,46000,15,1620000,690000,4090000
20kW,10,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,2,1780000,1140000,2,46000,20,2280000,920000,4980000
30kW,11,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,3,2670000,1140000,3,46000,30,3420000,1380000,7470000
40kW,12,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,4,3560000,1140000,4,46000,40,4560000,1840000,9960000
50kW,13,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,5,4450000,1140000,5,46000,50,5700000,2300000,12450000
60kW,14,Hybrid,3,Jinko Solar China,2,CanadainSolar Canada,3,LFP Lithium-ion,2,890000,6,5340000,1140000,6,46000,60,6840000,2760000,14940000
1kW,1,Hybrid,3,Jinko Solar China,2,Growatt China,4,LFP Lithium-ion,2,80000,1,80000,109500,1,46000,1,109500,46000,235500
2kW,2,Hybrid,3,Jinko Solar China,2,Growatt China,4,LFP Lithium-ion,2,170000,1,170000,157500,1,46000,2,157500,92000,419500
3.5kW,3,Hybrid,3,Jinko Solar China,2,Growatt China,4,LFP Lithium-ion,2,250000,1,250000,324000,1,46000,4,324000,184000,758000
